17887at33634	Complete	QAXB01037848_1	16	645	+	194.9	160	https://www.orthodb.org/v10?query=17887at33634	Pyridoxal phosphate homeostasis protein
18069at33634	Duplicated	QAXB01039768_1	2	508	+	194.1	131	https://www.orthodb.org/v10?query=18069at33634	RNA polymerase, Rpb5, N-terminal
18069at33634	Duplicated	QAXB01039769_1	2	508	+	194.1	131	https://www.orthodb.org/v10?query=18069at33634	RNA polymerase, Rpb5, N-terminal
18429at33634	Missing
18432at33634	Fragmented	QAXB01028970_1	5	508	-	189.9	138	https://www.orthodb.org/v10?query=18432at33634	regulatory proteasome non-atpase subunit 10
18615at33634	Complete	QAXB01051231_1	2	1369	-	273.8	242	https://www.orthodb.org/v10?query=18615at33634	Rab proteins geranylgeranyltransferase component A
19366at33634	Missing
19836at33634	Missing
19891at33634	Missing
20044at33634	Fragmented	QAXB01051230_1	4351	5002	+	101.9	113	https://www.orthodb.org/v10?query=20044at33634	DNA mismatch repair protein
20182at33634	Duplicated	QAXB01041848_1	784	1485	+	287.1	201	https://www.orthodb.org/v10?query=20182at33634	Estradiol 17-beta-dehydrogenase
20182at33634	Duplicated	QAXB01043815_1	816	1517	+	287.1	201	https://www.orthodb.org/v10?query=20182at33634	Estradiol 17-beta-dehydrogenase
20769at33634	Complete	QAXB01016919_1	105	755	-	185.9	135	https://www.orthodb.org/v10?query=20769at33634	Adenylate kinase isoenzyme 6 homolog
21097at33634	Fragmented	QAXB01042155_1	1260	2488	-	435.8	300	https://www.orthodb.org/v10?query=21097at33634	Signal recognition particle receptor subunit alpha
21875at33634	Fragmented	QAXB01005500_1	13	513	+	143.8	123	https://www.orthodb.org/v10?query=21875at33634	Deoxyribonuclease TATDN1-like protein
22080at33634	Duplicated	QAXB01045344_1	1904	2446	+	311.3	171	https://www.orthodb.org/v10?query=22080at33634	60S ribosome subunit biogenesis protein NIP7
22080at33634	Duplicated	QAXB01049197_1	1508	2050	-	311.3	171	https://www.orthodb.org/v10?query=22080at33634	60S ribosome subunit biogenesis protein NIP7
22080at33634	Duplicated	QAXB01050398_1	943	1485	+	311.3	171	https://www.orthodb.org/v10?query=22080at33634	60S ribosome subunit biogenesis protein NIP7
22950at33634	Missing
23030at33634	Complete	QAXB01048051_1	3947	4654	+	194.1	140	https://www.orthodb.org/v10?query=23030at33634	Ribosomal RNA-processing protein
23917at33634	Missing
23923at33634	Missing
24919at33634	Fragmented	QAXB01036041_1	3132	3311	-	98.1	50	https://www.orthodb.org/v10?query=24919at33634	DNA-directed RNA polymerase subunit
25187at33634	Duplicated	QAXB01045133_1	1130	1576	+	174.6	100	https://www.orthodb.org/v10?query=25187at33634	H/ACA ribonucleoprotein complex subunit 2
25187at33634	Duplicated	QAXB01048194_1	710	1156	-	174.6	100	https://www.orthodb.org/v10?query=25187at33634	H/ACA ribonucleoprotein complex subunit 2
25187at33634	Duplicated	QAXB01049752_1	2317	2673	-	155.5	89	https://www.orthodb.org/v10?query=25187at33634	H/ACA ribonucleoprotein complex subunit 2
25189at33634	Missing
26150at33634	Complete	QAXB01054224_1	2019	2720	-	159.7	181	https://www.orthodb.org/v10?query=26150at33634	6-phosphogluconolactonase
26258at33634	Complete	QAXB01021156_1	740	1323	-	196.5	111	https://www.orthodb.org/v10?query=26258at33634	Ribonucleoprotein-associated protein
26307at33634	Fragmented	QAXB01033405_1	0	302	+	172.9	95	https://www.orthodb.org/v10?query=26307at33634	Deoxyuridine 5'-triphosphate nucleotidohydrolase
26441at33634	Complete	QAXB01038687_1	5	385	+	132.0	84	https://www.orthodb.org/v10?query=26441at33634	LSM domain, eukaryotic/archaea-type
27268at33634	Complete	QAXB01054647_1	1109	1810	-	153.9	162	https://www.orthodb.org/v10?query=27268at33634	BUD32 protein kinase
27409at33634	Missing
27410at33634	Complete	QAXB01008637_1	1561	2091	+	199.5	135	https://www.orthodb.org/v10?query=27410at33634	Protein RER1
27411at33634	Missing
28151at33634	Complete	QAXB01034978_1	505	1116	-	135.5	142	https://www.orthodb.org/v10?query=28151at33634	YbaK/aminoacyl-tRNA synthetase-associated domain
28445at33634	Complete	QAXB01047590_1	448	1026	-	125.9	105	https://www.orthodb.org/v10?query=28445at33634	nuclear transport factor 2
31838at33634	Complete	QAXB01034438_1	7	333	+	65.5	81	https://www.orthodb.org/v10?query=31838at33634	predicted protein
