# BUSCO version is: 5.1.2 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2020-08-05, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
21875at33634	Duplicated	DS999277_1	33624	34541	-	258.4	214	https://www.orthodb.org/v10?query=21875at33634	Deoxyribonuclease TATDN1-like protein
22080at33634	Complete	CP001141_1	454485	455027	-	318.1	171	https://www.orthodb.org/v10?query=22080at33634	60S ribosome subunit biogenesis protein NIP7
22950at33634	Complete	CM000628_1	244732	245505	-	285.0	220	https://www.orthodb.org/v10?query=22950at33634	Proteasome subunit alpha type
23030at33634	Complete	CM000615_1	628859	629575	-	196.7	142	https://www.orthodb.org/v10?query=23030at33634	Ribosomal RNA-processing protein
23917at33634	Complete	CP001142_1	1190044	1190508	-	182.5	124	https://www.orthodb.org/v10?query=23917at33634	protein mago nashi
23923at33634	Complete	CM000623_1	401062	401604	+	270.0	168	https://www.orthodb.org/v10?query=23923at33634	RNA-binding S4 domain
24919at33634	Complete	CP001142_1	1323942	1324298	-	110.6	80	https://www.orthodb.org/v10?query=24919at33634	DNA-directed RNA polymerase subunit
25187at33634	Complete	CP001141_1	267655	268101	+	175.0	99	https://www.orthodb.org/v10?query=25187at33634	H/ACA ribonucleoprotein complex subunit 2
25189at33634	Complete	DS999278_1	25099	25473	-	218.2	124	https://www.orthodb.org/v10?query=25189at33634	Mitochondrial import inner membrane translocase subunit Tim17, putative
26150at33634	Complete	CM000605_1	1167919	1168746	+	188.9	180	https://www.orthodb.org/v10?query=26150at33634	6-phosphogluconolactonase
26258at33634	Complete	CM000606_1	724553	725048	+	202.9	107	https://www.orthodb.org/v10?query=26258at33634	Ribonucleoprotein-associated protein
26307at33634	Complete	CP001142_1	815109	815531	+	217.2	133	https://www.orthodb.org/v10?query=26307at33634	Deoxyuridine 5'-triphosphate nucleotidohydrolase
26441at33634	Complete	CM000605_1	1301097	1301462	-	126.7	80	https://www.orthodb.org/v10?query=26441at33634	LSM domain, eukaryotic/archaea-type
27268at33634	Complete	CM000623_1	596499	597164	-	170.6	162	https://www.orthodb.org/v10?query=27268at33634	BUD32 protein kinase
27409at33634	Complete	CM000617_1	763370	763882	-	171.4	120	https://www.orthodb.org/v10?query=27409at33634	Protein tyrosine phosphatase type IVA protein 1
27410at33634	Complete	CM000608_1	353686	354186	-	205.4	146	https://www.orthodb.org/v10?query=27410at33634	Protein RER1
27411at33634	Complete	CM000619_1	358796	359251	-	189.0	132	https://www.orthodb.org/v10?query=27411at33634	GrpE nucleotide exchange factor
28151at33634	Complete	CM000629_1	322366	322929	+	132.6	140	https://www.orthodb.org/v10?query=28151at33634	YbaK/aminoacyl-tRNA synthetase-associated domain
28445at33634	Complete	CM000622_1	34161	34889	-	127.3	105	https://www.orthodb.org/v10?query=28445at33634	nuclear transport factor 2
31838at33634	Complete	CM000606_1	276584	277066	-	79.2	99	https://www.orthodb.org/v10?query=31838at33634	predicted protein
