# BUSCO version is: 5.1.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
1129824at2759	Missing
1138059at2759	Fragmented	QAXC01000003_1	2843956	2844609	-	37.1	103
1157302at2759	Missing
1161199at2759	Missing
1173229at2759	Missing
1178688at2759	Complete	QAXC01004037_1	190	750	-	54.9	119
1182451at2759	Missing
1193442at2759	Missing
1194691at2759	Missing
1194797at2759	Missing
1197019at2759	Missing
1200489at2759	Missing
1217666at2759	Missing
1220881at2759	Missing
1222562at2759	Missing
1223488at2759	Missing
1228942at2759	Missing
1233814at2759	Missing
1236198at2759	Missing
1247641at2759	Missing
1248958at2759	Missing
1249159at2759	Missing
1251252at2759	Missing
1257440at2759	Missing
1258856at2759	Missing
1259741at2759	Missing
1260807at2759	Duplicated	QAXC01000034_1	450565	451428	-	143.0	206
1260807at2759	Duplicated	QAXC01000020_1	341461	342294	-	139.4	218
1264469at2759	Missing
1266231at2759	Missing
1269244at2759	Missing
1269649at2759	Missing
1275837at2759	Missing
1284731at2759	Missing
1287094at2759	Missing
1287401at2759	Duplicated	QAXC01006327_1	794	1357	+	187.1	161
1287401at2759	Duplicated	QAXC01001266_1	11	514	-	168.3	150
1291729at2759	Missing
1304061at2759	Missing
1309031at2759	Missing
1312453at2759	Missing
1314980at2759	Missing
1322299at2759	Missing
1322642at2759	Complete	QAXC01006493_1	802	1365	+	107.6	141
1323575at2759	Missing
1324510at2759	Fragmented	QAXC01006025_1	2334	2912	+	122.8	156
1338131at2759	Missing
1339553at2759	Missing
1342242at2759	Missing
1346165at2759	Missing
1346432at2759	Missing
1348942at2759	Missing
1355894at2759	Missing
1358374at2759	Missing
1364586at2759	Missing
1370285at2759	Missing
1370304at2759	Missing
1377237at2759	Missing
1379600at2759	Missing
1380409at2759	Missing
1382842at2759	Missing
1395649at2759	Missing
1398309at2759	Missing
1404162at2759	Missing
1405073at2759	Missing
1405146at2759	Fragmented	QAXC01000034_1	993320	993766	+	24.9	35
1407446at2759	Missing
1421503at2759	Missing
1423847at2759	Missing
1426075at2759	Missing
1428265at2759	Complete	QAXC01006402_1	1194	1775	-	60.4	167
1428854at2759	Missing
1430056at2759	Missing
1432328at2759	Missing
1434266at2759	Missing
1440961at2759	Missing
1441854at2759	Missing
1442062at2759	Missing
1445102at2759	Complete	QAXC01000032_1	295909	297965	-	126.5	182
1450538at2759	Missing
1454155at2759	Missing
1455730at2759	Missing
1459797at2759	Missing
1474000at2759	Missing
1479417at2759	Missing
1488235at2759	Missing
1488436at2759	Missing
1490022at2759	Missing
1504863at2759	Missing
1513531at2759	Missing
1525971at2759	Missing
1526152at2759	Missing
1530008at2759	Missing
1538526at2759	Missing
1545004at2759	Missing
1552706at2759	Missing
1558822at2759	Missing
1563319at2759	Missing
1567796at2759	Missing
1575179at2759	Missing
1576404at2759	Missing
1588798at2759	Missing
1593937at2759	Missing
1617752at2759	Missing
1620056at2759	Missing
1623701at2759	Missing
1626636at2759	Missing
1633672at2759	Missing
1645187at2759	Missing
