# BUSCO version is: 5.1.2 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2020-08-05, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5960at33634	Complete	NKIB01007106_1	9055	11154	+	750.5	528	https://www.orthodb.org/v10?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
5964at33634	Complete	NKIB01006202_1	2825	4258	-	375.9	406	https://www.orthodb.org/v10?query=5964at33634	Alpha-1,3-glucosyltransferase
6366at33634	Complete	NKIB01014611_1	5001	6527	-	782.0	452	https://www.orthodb.org/v10?query=6366at33634	Inosine-5'-monophosphate dehydrogenase
6436at33634	Complete	NKIB01014897_1	32431	33930	-	755.8	415	https://www.orthodb.org/v10?query=6436at33634	RNA helicase
6684at33634	Complete	NKIB01013556_1	1349	2938	+	689.6	436	https://www.orthodb.org/v10?query=6684at33634	T-complex protein 1 subunit alpha
6933at33634	Complete	NKIB01013488_1	18972	20684	-	560.5	348	https://www.orthodb.org/v10?query=6933at33634	Nucleolar protein NOP5
6981at33634	Complete	NKIB01013373_1	566	3867	+	1242.6	887	https://www.orthodb.org/v10?query=6981at33634	Exportin-1
6989at33634	Complete	NKIB01004796_1	7476	9479	+	666.7	499	https://www.orthodb.org/v10?query=6989at33634	Pescadillo homolog
7485at33634	Complete	NKIB01001152_1	24987	26771	+	388.4	340	https://www.orthodb.org/v10?query=7485at33634	RNA helicase
8142at33634	Complete	NKIB01001709_1	15283	16419	+	207.8	230	https://www.orthodb.org/v10?query=8142at33634	tRNA-dihydrouridine synthase
8760at33634	Complete	NKIB01001609_1	21124	22629	-	313.9	282	https://www.orthodb.org/v10?query=8760at33634	MutY A/G-specific DNA repair glycosylase
8842at33634	Complete	NKIB01014885_1	38192	39690	+	595.3	338	https://www.orthodb.org/v10?query=8842at33634	26S Proteasome regulatory subunit 6A
9201at33634	Complete	NKIB01010603_1	76329	77462	-	162.1	224	https://www.orthodb.org/v10?query=9201at33634	Programmed cell death protein 2
9286at33634	Complete	NKIB01006018_1	1742	3294	+	603.0	377	https://www.orthodb.org/v10?query=9286at33634	Mitochondrial-processing peptidase subunit beta
9297at33634	Complete	NKIB01012997_1	49018	50157	-	357.1	303	https://www.orthodb.org/v10?query=9297at33634	RNA 3'-terminal phosphate cyclase
9413at33634	Complete	NKIB01013464_1	9195	10589	-	408.7	338	https://www.orthodb.org/v10?query=9413at33634	DNA primase
9731at33634	Complete	NKIB01004444_1	2428	5133	-	732.7	571	https://www.orthodb.org/v10?query=9731at33634	AP-3 complex subunit delta
9939at33634	Complete	NKIB01006739_1	9428	11116	-	438.1	390	https://www.orthodb.org/v10?query=9939at33634	Glycerol-3-phosphate dehydrogenase
10123at33634	Complete	NKIB01014145_1	9250	10750	+	324.1	277	https://www.orthodb.org/v10?query=10123at33634	Gdp-man
10425at33634	Complete	NKIB01014304_1	2056	3306	-	690.9	350	https://www.orthodb.org/v10?query=10425at33634	H/ACA ribonucleoprotein complex subunit 4
10799at33634	Complete	NKIB01006165_1	9937	11460	+	560.7	352	https://www.orthodb.org/v10?query=10799at33634	Bifunctional dihydrofolate reductase-thymidylate synthase
11504at33634	Complete	NKIB01013256_1	26121	28305	-	578.2	378	https://www.orthodb.org/v10?query=11504at33634	RNA helicase
12069at33634	Complete	NKIB01002996_1	10936	12003	+	363.1	265	https://www.orthodb.org/v10?query=12069at33634	Cytosolic Fe-S cluster assembly factor NUBP1 homolog
12249at33634	Complete	NKIB01012462_1	21907	23574	+	474.8	348	https://www.orthodb.org/v10?query=12249at33634	Methylthiotransferase, N-terminal
12363at33634	Fragmented	NKIB01010461_1	1	582	-	115.3	127	https://www.orthodb.org/v10?query=12363at33634	Coatomer subunit epsilon
12382at33634	Complete	NKIB01013464_1	29911	31143	-	673.3	376	https://www.orthodb.org/v10?query=12382at33634	Dead deah box rna
12562at33634	Complete	NKIB01013138_1	35595	37904	+	612.7	561	https://www.orthodb.org/v10?query=12562at33634	WD40-repeat-containing domain
12626at33634	Complete	NKIB01013018_1	3480	5132	+	374.0	305	https://www.orthodb.org/v10?query=12626at33634	MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1
12684at33634	Complete	NKIB01014158_1	1589	2755	+	271.8	238	https://www.orthodb.org/v10?query=12684at33634	pap-associated domain-containing protein 5-like
12693at33634	Complete	NKIB01008041_1	696	2192	+	224.4	293	https://www.orthodb.org/v10?query=12693at33634	Hsp90 co-chaperone CNS1 (contains TPR repeats)
13102at33634	Complete	NKIB01012799_1	42333	44375	-	491.4	431	https://www.orthodb.org/v10?query=13102at33634	Large subunit GTPase 1
13476at33634	Complete	NKIB01014742_1	29321	30103	-	323.9	191	https://www.orthodb.org/v10?query=13476at33634	Proteasome subunit beta type
13537at33634	Complete	NKIB01008387_1	44385	45314	+	348.7	249	https://www.orthodb.org/v10?query=13537at33634	Methyltransferase WBSCR22
13819at33634	Complete	NKIB01000914_1	15432	16772	-	516.5	331	https://www.orthodb.org/v10?query=13819at33634	ubiquitin-activating enzyme E1 C
13832at33634	Complete	NKIB01007114_1	3437	4378	-	212.1	189	https://www.orthodb.org/v10?query=13832at33634	protein phosphatase
14113at33634	Complete	NKIB01011589_1	5397	6816	-	505.3	323	https://www.orthodb.org/v10?query=14113at33634	rme1-like gtpase atpase without a c-terminal eh domain protein
15177at33634	Complete	NKIB01013564_1	2247	3363	-	424.9	266	https://www.orthodb.org/v10?query=15177at33634	Eukaryotic translation initiation factor 3 subunit I
15216at33634	Complete	NKIB01015078_1	11575	12680	+	249.9	208	https://www.orthodb.org/v10?query=15216at33634	Pantoate-beta-alanine ligase
15242at33634	Complete	NKIB01000377_1	27969	28906	+	354.9	193	https://www.orthodb.org/v10?query=15242at33634	Proteasome subunit beta type
15351at33634	Complete	NKIB01014224_1	13154	13873	-	305.5	210	https://www.orthodb.org/v10?query=15351at33634	Proteasome subunit alpha type
15520at33634	Complete	NKIB01007263_1	7905	9288	+	441.9	304	https://www.orthodb.org/v10?query=15520at33634	Flap endonuclease 1
15827at33634	Complete	NKIB01012472_1	595	2042	+	411.6	290	https://www.orthodb.org/v10?query=15827at33634	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
15969at33634	Complete	NKIB01013923_1	251	1389	+	355.7	269	https://www.orthodb.org/v10?query=15969at33634	Calreticulin
16248at33634	Complete	NKIB01012179_1	4047	4826	-	161.9	176	https://www.orthodb.org/v10?query=16248at33634	Impact, N-terminal
17057at33634	Complete	NKIB01004833_1	7174	8988	-	380.7	417	https://www.orthodb.org/v10?query=17057at33634	Pumilio homology domain family member 6
17622at33634	Complete	NKIB01012139_1	1374	2478	-	287.0	221	https://www.orthodb.org/v10?query=17622at33634	Histone acetyltransferase
17887at33634	Complete	NKIB01002172_1	98778	99464	-	191.7	173	https://www.orthodb.org/v10?query=17887at33634	Pyridoxal phosphate homeostasis protein
18069at33634	Complete	NKIB01015270_1	11619	12321	+	206.9	160	https://www.orthodb.org/v10?query=18069at33634	RNA polymerase, Rpb5, N-terminal
18429at33634	Complete	NKIB01011389_1	5294	6174	+	192.7	186	https://www.orthodb.org/v10?query=18429at33634	Cyclin
18432at33634	Complete	NKIB01013667_1	24627	25793	-	336.0	282	https://www.orthodb.org/v10?query=18432at33634	regulatory proteasome non-atpase subunit 10
18615at33634	Complete	NKIB01006588_1	993	2882	+	306.6	301	https://www.orthodb.org/v10?query=18615at33634	Rab proteins geranylgeranyltransferase component A
19366at33634	Complete	NKIB01002887_1	19426	20194	-	117.9	110	https://www.orthodb.org/v10?query=19366at33634	HAD superfamily
19836at33634	Complete	NKIB01013580_1	2829	4343	+	313.7	287	https://www.orthodb.org/v10?query=19836at33634	Cactin, central domain
19891at33634	Complete	NKIB01001236_1	9609	10655	+	322.3	243	https://www.orthodb.org/v10?query=19891at33634	Brix domain containing 1
20044at33634	Complete	NKIB01012442_1	34734	37047	+	454.8	478	https://www.orthodb.org/v10?query=20044at33634	DNA mismatch repair protein
20182at33634	Complete	NKIB01012355_1	5200	5952	+	322.1	221	https://www.orthodb.org/v10?query=20182at33634	Estradiol 17-beta-dehydrogenase
20769at33634	Complete	NKIB01004455_1	12218	12742	+	179.4	135	https://www.orthodb.org/v10?query=20769at33634	Adenylate kinase isoenzyme 6 homolog
21097at33634	Complete	NKIB01013850_1	492	1646	+	510.3	321	https://www.orthodb.org/v10?query=21097at33634	Signal recognition particle receptor subunit alpha
21875at33634	Complete	NKIB01015085_1	7258	8163	-	244.5	213	https://www.orthodb.org/v10?query=21875at33634	Deoxyribonuclease TATDN1-like protein
22080at33634	Complete	NKIB01006909_1	55700	56242	-	308.4	171	https://www.orthodb.org/v10?query=22080at33634	60S ribosome subunit biogenesis protein NIP7
22950at33634	Duplicated	NKIB01001125_1	4718	5503	+	292.2	231	https://www.orthodb.org/v10?query=22950at33634	Proteasome subunit alpha type
22950at33634	Duplicated	NKIB01013466_1	3745	4530	-	292.2	231	https://www.orthodb.org/v10?query=22950at33634	Proteasome subunit alpha type
23030at33634	Complete	NKIB01003441_1	6658	7362	-	193.1	140	https://www.orthodb.org/v10?query=23030at33634	Ribosomal RNA-processing protein
23917at33634	Missing
23923at33634	Complete	NKIB01001152_1	7332	8029	-	268.3	168	https://www.orthodb.org/v10?query=23923at33634	RNA-binding S4 domain
24919at33634	Complete	NKIB01006075_1	107045	107401	-	101.1	79	https://www.orthodb.org/v10?query=24919at33634	DNA-directed RNA polymerase subunit
25187at33634	Complete	NKIB01009269_1	6882	7301	-	167.6	99	https://www.orthodb.org/v10?query=25187at33634	H/ACA ribonucleoprotein complex subunit 2
25189at33634	Complete	NKIB01003473_1	11758	12518	+	199.3	127	https://www.orthodb.org/v10?query=25189at33634	Mitochondrial import inner membrane translocase subunit Tim17, putative
26150at33634	Complete	NKIB01001050_1	25971	26771	-	164.8	176	https://www.orthodb.org/v10?query=26150at33634	6-phosphogluconolactonase
26258at33634	Complete	NKIB01014017_1	15559	16016	-	204.3	109	https://www.orthodb.org/v10?query=26258at33634	Ribonucleoprotein-associated protein
26307at33634	Complete	NKIB01002195_1	11528	11980	-	217.7	135	https://www.orthodb.org/v10?query=26307at33634	Deoxyuridine 5'-triphosphate nucleotidohydrolase
26441at33634	Complete	NKIB01001682_1	1011	1490	-	133.5	84	https://www.orthodb.org/v10?query=26441at33634	LSM domain, eukaryotic/archaea-type
27268at33634	Complete	NKIB01014205_1	25454	26119	+	198.2	177	https://www.orthodb.org/v10?query=27268at33634	BUD32 protein kinase
27409at33634	Complete	NKIB01015001_1	36616	37119	-	158.2	119	https://www.orthodb.org/v10?query=27409at33634	Protein tyrosine phosphatase type IVA protein 1
27410at33634	Complete	NKIB01012585_1	23789	24313	+	205.6	135	https://www.orthodb.org/v10?query=27410at33634	Protein RER1
27411at33634	Complete	NKIB01012485_1	3547	3999	+	178.5	131	https://www.orthodb.org/v10?query=27411at33634	GrpE nucleotide exchange factor
28151at33634	Complete	NKIB01001584_1	21627	22250	+	141.6	141	https://www.orthodb.org/v10?query=28151at33634	YbaK/aminoacyl-tRNA synthetase-associated domain
28445at33634	Complete	NKIB01012464_1	4293	4759	+	137.8	105	https://www.orthodb.org/v10?query=28445at33634	nuclear transport factor 2
31838at33634	Complete	NKIB01015011_1	1773	2162	+	88.0	99	https://www.orthodb.org/v10?query=31838at33634	predicted protein
