# BUSCO version is: 5.1.2 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2020-08-05, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3786at33634	Duplicated	scaffold00568	16502	18406	-	849.8	523	https://www.orthodb.org/v10?query=3786at33634	Chaperone dnaK
3834at33634	Missing
3835at33634	Duplicated	scaffold00238	35470	37285	+	797.7	494	https://www.orthodb.org/v10?query=3835at33634	Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
3835at33634	Duplicated	scaffold03640	418	2103	-	741.7	461	https://www.orthodb.org/v10?query=3835at33634	Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
3892at33634	Missing
4148at33634	Complete	scaffold00010	36926	39729	+	681.3	475	https://www.orthodb.org/v10?query=4148at33634	Eukaryotic translation initiation factor 5B
4166at33634	Complete	scaffold00002	652153	654068	+	635.5	410	https://www.orthodb.org/v10?query=4166at33634	EF-hand domain
4406at33634	Complete	scaffold00004	726772	729036	-	586.0	452	https://www.orthodb.org/v10?query=4406at33634	WD40-repeat-containing domain
5074at33634	Complete	scaffold00011	247089	248762	-	524.8	418	https://www.orthodb.org/v10?query=5074at33634	Glycerol kinase
5144at33634	Missing
5145at33634	Complete	scaffold00053	102003	103784	+	455.7	279	https://www.orthodb.org/v10?query=5145at33634	pre-mRNA-processing factor 17
5578at33634	Complete	scaffold00151	103575	105054	-	694.0	374	https://www.orthodb.org/v10?query=5578at33634	Eukaryotic translation initiation factor 2 subunit 3
5960at33634	Complete	scaffold00099	30763	32868	-	733.9	503	https://www.orthodb.org/v10?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
5964at33634	Duplicated	scaffold00134	82020	83399	-	392.0	407	https://www.orthodb.org/v10?query=5964at33634	Alpha-1,3-glucosyltransferase
5964at33634	Duplicated	scaffold03124	604	1983	+	385.9	407	https://www.orthodb.org/v10?query=5964at33634	Alpha-1,3-glucosyltransferase
6366at33634	Complete	scaffold00016	204515	206011	+	777.4	452	https://www.orthodb.org/v10?query=6366at33634	Inosine-5'-monophosphate dehydrogenase
6436at33634	Complete	scaffold00079	89272	90611	+	720.5	394	https://www.orthodb.org/v10?query=6436at33634	RNA helicase
6684at33634	Duplicated	scaffold00203	848	2443	-	672.5	436	https://www.orthodb.org/v10?query=6684at33634	T-complex protein 1 subunit alpha
6684at33634	Duplicated	scaffold00313	1314	2909	-	671.9	436	https://www.orthodb.org/v10?query=6684at33634	T-complex protein 1 subunit alpha
6684at33634	Duplicated	scaffold00895	10142	11737	+	666.5	436	https://www.orthodb.org/v10?query=6684at33634	T-complex protein 1 subunit alpha
6933at33634	Complete	scaffold00099	146288	147902	+	543.0	361	https://www.orthodb.org/v10?query=6933at33634	Nucleolar protein NOP5
6981at33634	Missing
6989at33634	Complete	scaffold00006	725585	727294	-	568.1	420	https://www.orthodb.org/v10?query=6989at33634	Pescadillo homolog
7485at33634	Complete	scaffold00009	50344	52192	+	374.4	328	https://www.orthodb.org/v10?query=7485at33634	RNA helicase
8142at33634	Complete	scaffold00073	130264	131391	-	212.0	235	https://www.orthodb.org/v10?query=8142at33634	tRNA-dihydrouridine synthase
8760at33634	Complete	scaffold00047	186260	187828	+	319.7	287	https://www.orthodb.org/v10?query=8760at33634	MutY A/G-specific DNA repair glycosylase
8842at33634	Complete	scaffold00025	363479	364941	+	582.8	338	https://www.orthodb.org/v10?query=8842at33634	26S Proteasome regulatory subunit 6A
9201at33634	Duplicated	scaffold00381	37568	38869	+	124.8	209	https://www.orthodb.org/v10?query=9201at33634	Programmed cell death protein 2
9201at33634	Duplicated	scaffold00381	31031	32320	+	123.9	197	https://www.orthodb.org/v10?query=9201at33634	Programmed cell death protein 2
9286at33634	Complete	scaffold00166	101748	103292	+	572.8	377	https://www.orthodb.org/v10?query=9286at33634	Mitochondrial-processing peptidase subunit beta
9297at33634	Complete	scaffold00250	56336	57463	+	356.8	303	https://www.orthodb.org/v10?query=9297at33634	RNA 3'-terminal phosphate cyclase
9413at33634	Complete	scaffold00105	48223	49610	+	389.6	322	https://www.orthodb.org/v10?query=9413at33634	DNA primase
9731at33634	Complete	scaffold00005	339359	341992	-	737.1	551	https://www.orthodb.org/v10?query=9731at33634	AP-3 complex subunit delta
9939at33634	Complete	scaffold00901	16361	18244	+	395.6	392	https://www.orthodb.org/v10?query=9939at33634	Glycerol-3-phosphate dehydrogenase
10123at33634	Complete	scaffold00125	75746	77223	+	331.1	278	https://www.orthodb.org/v10?query=10123at33634	Gdp-man
10425at33634	Complete	scaffold00011	511456	512706	-	677.9	351	https://www.orthodb.org/v10?query=10425at33634	H/ACA ribonucleoprotein complex subunit 4
10799at33634	Complete	scaffold00009	214017	215552	+	548.1	355	https://www.orthodb.org/v10?query=10799at33634	Bifunctional dihydrofolate reductase-thymidylate synthase
11504at33634	Missing
12069at33634	Complete	scaffold00077	111343	112434	-	336.9	265	https://www.orthodb.org/v10?query=12069at33634	Cytosolic Fe-S cluster assembly factor NUBP1 homolog
12249at33634	Duplicated	scaffold02781	1199	2662	-	494.8	329	https://www.orthodb.org/v10?query=12249at33634	Methylthiotransferase, N-terminal
12249at33634	Duplicated	scaffold03720	24	1487	+	494.7	329	https://www.orthodb.org/v10?query=12249at33634	Methylthiotransferase, N-terminal
12249at33634	Duplicated	scaffold02726	1075	2694	-	491.3	329	https://www.orthodb.org/v10?query=12249at33634	Methylthiotransferase, N-terminal
12363at33634	Duplicated	scaffold00225	22070	23030	+	183.5	224	https://www.orthodb.org/v10?query=12363at33634	Coatomer subunit epsilon
12363at33634	Duplicated	scaffold00225	25400	26355	+	181.9	223	https://www.orthodb.org/v10?query=12363at33634	Coatomer subunit epsilon
12382at33634	Complete	scaffold00029	44536	45774	+	675.1	376	https://www.orthodb.org/v10?query=12382at33634	Dead deah box rna
12562at33634	Complete	scaffold00044	69226	71040	-	604.6	493	https://www.orthodb.org/v10?query=12562at33634	WD40-repeat-containing domain
12626at33634	Complete	scaffold00047	228831	230519	+	369.2	308	https://www.orthodb.org/v10?query=12626at33634	MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1
12684at33634	Complete	scaffold00006	765783	766994	+	257.6	267	https://www.orthodb.org/v10?query=12684at33634	pap-associated domain-containing protein 5-like
12693at33634	Duplicated	scaffold00139	13781	15341	-	249.8	303	https://www.orthodb.org/v10?query=12693at33634	Hsp90 co-chaperone CNS1 (contains TPR repeats)
12693at33634	Duplicated	scaffold00139	11509	12570	-	226.8	252	https://www.orthodb.org/v10?query=12693at33634	Hsp90 co-chaperone CNS1 (contains TPR repeats)
13102at33634	Duplicated	scaffold01191	6328	8304	-	493.8	409	https://www.orthodb.org/v10?query=13102at33634	Large subunit GTPase 1
13102at33634	Duplicated	scaffold00333	41080	43056	-	493.7	409	https://www.orthodb.org/v10?query=13102at33634	Large subunit GTPase 1
13102at33634	Duplicated	scaffold01171	4581	6170	+	485.7	364	https://www.orthodb.org/v10?query=13102at33634	Large subunit GTPase 1
13476at33634	Complete	scaffold00189	88213	89049	-	322.8	200	https://www.orthodb.org/v10?query=13476at33634	Proteasome subunit beta type
13537at33634	Complete	scaffold00001	883599	884628	+	347.0	221	https://www.orthodb.org/v10?query=13537at33634	Methyltransferase WBSCR22
13819at33634	Complete	scaffold00002	1274413	1275690	-	522.8	331	https://www.orthodb.org/v10?query=13819at33634	ubiquitin-activating enzyme E1 C
13832at33634	Duplicated	scaffold01212	3699	5251	-	230.3	202	https://www.orthodb.org/v10?query=13832at33634	protein phosphatase
13832at33634	Duplicated	scaffold00529	31304	32856	-	230.3	204	https://www.orthodb.org/v10?query=13832at33634	protein phosphatase
13832at33634	Duplicated	scaffold00073	187092	188645	+	225.7	184	https://www.orthodb.org/v10?query=13832at33634	protein phosphatase
14113at33634	Missing
15177at33634	Duplicated	scaffold00689	23229	24191	-	421.0	267	https://www.orthodb.org/v10?query=15177at33634	Eukaryotic translation initiation factor 3 subunit I
15177at33634	Duplicated	scaffold00440	1557	2519	+	419.2	267	https://www.orthodb.org/v10?query=15177at33634	Eukaryotic translation initiation factor 3 subunit I
15216at33634	Complete	scaffold00062	88520	89488	+	272.9	228	https://www.orthodb.org/v10?query=15216at33634	Pantoate-beta-alanine ligase
15242at33634	Complete	scaffold00120	118876	119891	+	356.7	194	https://www.orthodb.org/v10?query=15242at33634	Proteasome subunit beta type
15351at33634	Complete	scaffold00025	228623	229345	-	303.6	210	https://www.orthodb.org/v10?query=15351at33634	Proteasome subunit alpha type
15520at33634	Complete	scaffold00014	172351	173638	-	436.4	309	https://www.orthodb.org/v10?query=15520at33634	Flap endonuclease 1
15827at33634	Duplicated	scaffold01266	306	1535	+	378.1	289	https://www.orthodb.org/v10?query=15827at33634	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
15827at33634	Duplicated	scaffold01185	314	1531	+	377.6	289	https://www.orthodb.org/v10?query=15827at33634	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
15827at33634	Duplicated	scaffold00342	16432	17538	-	344.6	248	https://www.orthodb.org/v10?query=15827at33634	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
15969at33634	Duplicated	scaffold00002	430756	431823	+	354.7	259	https://www.orthodb.org/v10?query=15969at33634	Calreticulin
15969at33634	Duplicated	scaffold00007	364347	365420	+	344.8	241	https://www.orthodb.org/v10?query=15969at33634	Calreticulin
16248at33634	Complete	scaffold00071	62917	63705	-	178.7	151	https://www.orthodb.org/v10?query=16248at33634	Impact, N-terminal
17057at33634	Complete	scaffold00034	290390	292211	+	312.6	372	https://www.orthodb.org/v10?query=17057at33634	Pumilio homology domain family member 6
17622at33634	Complete	scaffold00040	239148	240235	-	293.2	233	https://www.orthodb.org/v10?query=17622at33634	Histone acetyltransferase
17887at33634	Complete	scaffold00048	41867	42595	+	190.4	164	https://www.orthodb.org/v10?query=17887at33634	Pyridoxal phosphate homeostasis protein
18069at33634	Duplicated	scaffold00347	5395	6106	+	215.5	160	https://www.orthodb.org/v10?query=18069at33634	RNA polymerase, Rpb5, N-terminal
18069at33634	Duplicated	scaffold00640	35892	36609	+	215.5	160	https://www.orthodb.org/v10?query=18069at33634	RNA polymerase, Rpb5, N-terminal
18069at33634	Duplicated	scaffold00764	1500	2213	-	215.5	160	https://www.orthodb.org/v10?query=18069at33634	RNA polymerase, Rpb5, N-terminal
18429at33634	Complete	scaffold00186	46932	47717	-	202.0	185	https://www.orthodb.org/v10?query=18429at33634	Cyclin
18432at33634	Duplicated	scaffold00952	11072	12244	-	322.9	276	https://www.orthodb.org/v10?query=18432at33634	regulatory proteasome non-atpase subunit 10
18432at33634	Duplicated	scaffold00155	102566	103720	+	321.1	274	https://www.orthodb.org/v10?query=18432at33634	regulatory proteasome non-atpase subunit 10
18615at33634	Complete	scaffold00041	205398	207290	+	314.9	356	https://www.orthodb.org/v10?query=18615at33634	Rab proteins geranylgeranyltransferase component A
19366at33634	Complete	scaffold00022	163991	164757	-	118.6	111	https://www.orthodb.org/v10?query=19366at33634	HAD superfamily
19836at33634	Complete	scaffold00011	584238	585794	-	352.0	353	https://www.orthodb.org/v10?query=19836at33634	Cactin, central domain
19891at33634	Complete	scaffold00020	470663	471697	+	289.1	243	https://www.orthodb.org/v10?query=19891at33634	Brix domain containing 1
20044at33634	Complete	scaffold01823	3632	5128	-	189.1	297	https://www.orthodb.org/v10?query=20044at33634	DNA mismatch repair protein
20182at33634	Complete	scaffold00003	547985	548836	+	324.5	242	https://www.orthodb.org/v10?query=20182at33634	Estradiol 17-beta-dehydrogenase
20769at33634	Complete	scaffold00010	296119	296750	-	179.8	135	https://www.orthodb.org/v10?query=20769at33634	Adenylate kinase isoenzyme 6 homolog
21097at33634	Missing
21875at33634	Fragmented	scaffold00164	24421	25256	-	200.3	155	https://www.orthodb.org/v10?query=21875at33634	Deoxyribonuclease TATDN1-like protein
22080at33634	Missing
22950at33634	Complete	scaffold00124	94280	95050	-	300.1	226	https://www.orthodb.org/v10?query=22950at33634	Proteasome subunit alpha type
23030at33634	Complete	scaffold00006	377143	377850	-	188.0	141	https://www.orthodb.org/v10?query=23030at33634	Ribosomal RNA-processing protein
23917at33634	Complete	scaffold00020	426712	427170	-	178.5	124	https://www.orthodb.org/v10?query=23917at33634	protein mago nashi
23923at33634	Duplicated	scaffold00770	4056	4706	-	252.5	168	https://www.orthodb.org/v10?query=23923at33634	RNA-binding S4 domain
23923at33634	Duplicated	scaffold00548	30272	30920	+	252.1	168	https://www.orthodb.org/v10?query=23923at33634	RNA-binding S4 domain
24919at33634	Complete	scaffold00013	32757	33107	-	99.9	101	https://www.orthodb.org/v10?query=24919at33634	DNA-directed RNA polymerase subunit
25187at33634	Complete	scaffold00501	36817	37218	+	171.7	98	https://www.orthodb.org/v10?query=25187at33634	H/ACA ribonucleoprotein complex subunit 2
25189at33634	Complete	scaffold00023	332221	332912	+	209.7	140	https://www.orthodb.org/v10?query=25189at33634	Mitochondrial import inner membrane translocase subunit Tim17, putative
26150at33634	Complete	scaffold00005	361638	362441	+	154.1	178	https://www.orthodb.org/v10?query=26150at33634	6-phosphogluconolactonase
26258at33634	Duplicated	scaffold00142	105040	105587	-	202.6	110	https://www.orthodb.org/v10?query=26258at33634	Ribonucleoprotein-associated protein
26258at33634	Duplicated	scaffold00142	106211	106759	-	202.6	110	https://www.orthodb.org/v10?query=26258at33634	Ribonucleoprotein-associated protein
26307at33634	Complete	scaffold00009	36047	36517	+	218.2	135	https://www.orthodb.org/v10?query=26307at33634	Deoxyuridine 5'-triphosphate nucleotidohydrolase
26441at33634	Complete	scaffold00022	351327	351720	-	136.8	84	https://www.orthodb.org/v10?query=26441at33634	LSM domain, eukaryotic/archaea-type
27268at33634	Complete	scaffold00208	10243	11016	-	173.7	177	https://www.orthodb.org/v10?query=27268at33634	BUD32 protein kinase
27409at33634	Complete	scaffold00017	312210	312710	+	169.2	120	https://www.orthodb.org/v10?query=27409at33634	Protein tyrosine phosphatase type IVA protein 1
27410at33634	Complete	scaffold00520	33342	33866	+	205.0	135	https://www.orthodb.org/v10?query=27410at33634	Protein RER1
27411at33634	Complete	scaffold00010	159181	159747	+	192.4	149	https://www.orthodb.org/v10?query=27411at33634	GrpE nucleotide exchange factor
28151at33634	Complete	scaffold00334	5161	5784	+	84.8	135	https://www.orthodb.org/v10?query=28151at33634	YbaK/aminoacyl-tRNA synthetase-associated domain
28445at33634	Duplicated	scaffold00403	8357	8836	+	140.3	105	https://www.orthodb.org/v10?query=28445at33634	nuclear transport factor 2
28445at33634	Duplicated	scaffold00452	42900	43387	-	140.3	105	https://www.orthodb.org/v10?query=28445at33634	nuclear transport factor 2
31838at33634	Complete	scaffold00001	1160395	1160772	+	88.1	98	https://www.orthodb.org/v10?query=31838at33634	predicted protein
