# BUSCO version is: 5.1.2 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2020-08-05, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
12249at33634	Duplicated	QAXC01000032_1	125392	126687	+	381.9	318	https://www.orthodb.org/v10?query=12249at33634	Methylthiotransferase, N-terminal
12249at33634	Duplicated	QAXC01000034_1	215749	217032	-	381.6	318	https://www.orthodb.org/v10?query=12249at33634	Methylthiotransferase, N-terminal
12363at33634	Missing
12382at33634	Missing
12562at33634	Missing
12626at33634	Missing
12684at33634	Missing
12693at33634	Missing
13102at33634	Missing
13476at33634	Missing
13537at33634	Missing
13819at33634	Missing
13832at33634	Missing
14113at33634	Missing
15177at33634	Missing
15216at33634	Duplicated	QAXC01000011_1	53402	54235	-	184.4	206	https://www.orthodb.org/v10?query=15216at33634	Pantoate-beta-alanine ligase
15216at33634	Duplicated	QAXC01000034_1	1187827	1188594	-	164.6	208	https://www.orthodb.org/v10?query=15216at33634	Pantoate-beta-alanine ligase
15242at33634	Missing
15351at33634	Missing
15520at33634	Missing
15827at33634	Missing
15969at33634	Missing
16248at33634	Missing
17057at33634	Missing
17622at33634	Missing
17887at33634	Complete	QAXC01000004_1	466632	467309	-	134.2	171	https://www.orthodb.org/v10?query=17887at33634	Pyridoxal phosphate homeostasis protein
18069at33634	Missing
18429at33634	Missing
18432at33634	Missing
18615at33634	Missing
19366at33634	Missing
19836at33634	Missing
19891at33634	Missing
20044at33634	Complete	QAXC01000035_1	179096	180088	-	225.2	298	https://www.orthodb.org/v10?query=20044at33634	DNA mismatch repair protein
20182at33634	Missing
20769at33634	Missing
21097at33634	Missing
21875at33634	Complete	QAXC01000003_1	152205	152975	-	108.3	207	https://www.orthodb.org/v10?query=21875at33634	Deoxyribonuclease TATDN1-like protein
22080at33634	Missing
22950at33634	Missing
23030at33634	Missing
23917at33634	Missing
23923at33634	Missing
24919at33634	Missing
25187at33634	Missing
25189at33634	Missing
26150at33634	Complete	QAXC01000031_1	254782	255420	+	118.4	140	https://www.orthodb.org/v10?query=26150at33634	6-phosphogluconolactonase
26258at33634	Missing
26307at33634	Missing
26441at33634	Missing
27268at33634	Missing
27409at33634	Missing
27410at33634	Missing
27411at33634	Complete	QAXC01001771_1	243	698	+	133.6	132	https://www.orthodb.org/v10?query=27411at33634	GrpE nucleotide exchange factor
28151at33634	Missing
28445at33634	Missing
31838at33634	Missing
